Id,Property building category,Property building type,Title,Built up price psf,Size built up,Valuation price,YEAR,QUARTER,NAME,Year completion,Property building category,Property building type
537496,HIGHRISE,CONDO,RESIDENTIAL,496,1098,545000,2017,20171,LILY POINT,2009,HIGHRISE,CONDO
541502,HIGHRISE,CONDO,RESIDENTIAL,465,1098,510000,2017,20172,LILY POINT,2009,HIGHRISE,CONDO
541615,HIGHRISE,CONDO,RESIDENTIAL,446,1098,490000,2017,20172,LILY POINT,2009,HIGHRISE,CONDO
543845,HIGHRISE,CONDO,RESIDENTIAL,592,1098,650000,2017,20171,LILY POINT,2009,HIGHRISE,CONDO
544509,HIGHRISE,CONDO,RESIDENTIAL,487,1098,535000,2017,20172,LILY POINT,2009,HIGHRISE,CONDO
544612,HIGHRISE,CONDO,RESIDENTIAL,437,1098,480000,2017,20172,LILY POINT,2009,HIGHRISE,CONDO
558264,HIGHRISE,CONDO,RESIDENTIAL,546,1098,600000,2017,20173,LILY POINT,2009,HIGHRISE,CONDO
559478,HIGHRISE,CONDO,RESIDENTIAL,443,1098,486000,2017,20173,LILY POINT,2009,HIGHRISE,CONDO
559591,HIGHRISE,CONDO,RESIDENTIAL,506,1098,555000,2017,20174,LILY POINT,2009,HIGHRISE,CONDO
560475,HIGHRISE,CONDO,RESIDENTIAL,478,1098,525000,2017,20173,LILY POINT,2009,HIGHRISE,CONDO
560510,HIGHRISE,CONDO,RESIDENTIAL,474,1098,520000,2017,20173,LILY POINT,2009,HIGHRISE,CONDO
560532,HIGHRISE,CONDO,RESIDENTIAL,319,1098,350000,2017,20173,LILY POINT,2009,HIGHRISE,CONDO
560654,HIGHRISE,CONDO,RESIDENTIAL,478,1098,525000,2017,20173,LILY POINT,2009,HIGHRISE,CONDO
593214,HIGHRISE,CONDO,RESIDENTIAL,455,1098,500000,2017,20173,LILY POINT,2009,HIGHRISE,CONDO
593314,HIGHRISE,CONDO,RESIDENTIAL,437,1098,480000,2017,20174,LILY POINT,2009,HIGHRISE,CONDO
653001,HIGHRISE,CONDO,RESIDENTIAL,451,1098,495000,2017,20174,LILY POINT,2009,HIGHRISE,CONDO
653040,HIGHRISE,CONDO,RESIDENTIAL,492,1098,540000,2017,20174,LILY POINT,2009,HIGHRISE,CONDO
653125,HIGHRISE,CONDO,RESIDENTIAL,212,1098,232222,2006,20061,LILY POINT,2009,HIGHRISE,CONDO
653974,HIGHRISE,CONDO,RESIDENTIAL,638,1098,700000,2018,20181,LILY POINT,2009,HIGHRISE,CONDO
655080,HIGHRISE,CONDO,RESIDENTIAL,501,1098,550000,2017,20171,LILY POINT,2009,HIGHRISE,CONDO
655179,HIGHRISE,CONDO,RESIDENTIAL,591,1100,650000,2018,20181,LILY POINT,2009,HIGHRISE,CONDO
710240,HIGHRISE,CONDO,RESIDENTIAL,444,1098,488000,2018,20182,LILY POINT,2009,HIGHRISE,CONDO
711174,HIGHRISE,CONDO,RESIDENTIAL,446,1098,490000,2018,20182,LILY POINT,2009,HIGHRISE,CONDO
716003,HIGHRISE,CONDO,RESIDENTIAL,446,1098,490000,2018,20182,LILY POINT,2009,HIGHRISE,CONDO
716041,HIGHRISE,CONDO,RESIDENTIAL,619,1098,680000,2018,20182,LILY POINT,2009,HIGHRISE,CONDO
716145,HIGHRISE,CONDO,RESIDENTIAL,437,1098,480000,2018,20182,LILY POINT,2009,HIGHRISE,CONDO
756008,HIGHRISE,CONDO,RESIDENTIAL,392,1098,430000,2018,20183,LILY POINT,2009,HIGHRISE,CONDO
756020,HIGHRISE,CONDO,RESIDENTIAL,455,1100,500000,2018,20182,LILY POINT,2009,HIGHRISE,CONDO
756052,HIGHRISE,CONDO,RESIDENTIAL,455,1098,500000,2018,20183,LILY POINT,2009,HIGHRISE,CONDO
756071,HIGHRISE,CONDO,RESIDENTIAL,451,1098,495000,2018,20183,LILY POINT,2009,HIGHRISE,CONDO
756971,HIGHRISE,CONDO,RESIDENTIAL,638,1098,700000,2015,20154,LILY POINT,2009,HIGHRISE,CONDO
757019,HIGHRISE,CONDO,RESIDENTIAL,448,1098,492000,2018,20183,LILY POINT,2009,HIGHRISE,CONDO
758005,HIGHRISE,CONDO,RESIDENTIAL,455,1098,500000,2018,20183,LILY POINT,2009,HIGHRISE,CONDO
758082,HIGHRISE,CONDO,RESIDENTIAL,448,1098,492000,2018,20183,LILY POINT,2009,HIGHRISE,CONDO
758088,HIGHRISE,CONDO,RESIDENTIAL,373,1098,410000,2018,20184,LILY POINT,2009,HIGHRISE,CONDO
758227,HIGHRISE,CONDO,RESIDENTIAL,483,1098,530000,2018,20184,LILY POINT,2009,HIGHRISE,CONDO
798865,HIGHRISE,CONDO,RESIDENTIAL,437,1098,480000,2018,20183,LILY POINT,2009,HIGHRISE,CONDO
799036,HIGHRISE,CONDO,RESIDENTIAL,446,1098,490000,2018,20183,LILY POINT,2009,HIGHRISE,CONDO
800192,HIGHRISE,CONDO,RESIDENTIAL,357,1033,368550,2018,20184,LILY POINT,2009,HIGHRISE,CONDO
800369,HIGHRISE,CONDO,RESIDENTIAL,437,1098,480000,2018,20184,LILY POINT,2009,HIGHRISE,CONDO
836765,HIGHRISE,CONDO,RESIDENTIAL,442,1098,485000,2018,20184,LILY POINT,2009,HIGHRISE,CONDO
836810,HIGHRISE,CONDO,RESIDENTIAL,417,1098,457725,2018,20184,LILY POINT,2009,HIGHRISE,CONDO
836851,HIGHRISE,CONDO,RESIDENTIAL,437,1098,480000,2018,20183,LILY POINT,2009,HIGHRISE,CONDO
837850,HIGHRISE,CONDO,RESIDENTIAL,444,1098,488000,2018,20182,LILY POINT,2009,HIGHRISE,CONDO
463298,HIGHRISE,CONDO,RESIDENTIAL,760,2066,1571000,2015,20152,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
467605,HIGHRISE,CONDO,RESIDENTIAL,817,2066,1687000,2015,20151,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
497370,HIGHRISE,CONDO,RESIDENTIAL,676,2066,1396000,2015,20151,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
502080,HIGHRISE,CONDO,RESIDENTIAL,751,2066,1552000,2016,20163,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
537592,HIGHRISE,CONDO,RESIDENTIAL,357,2066,737000,2017,20171,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
543953,HIGHRISE,CONDO,RESIDENTIAL,892,2066,1842000,2016,20164,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
593528,HIGHRISE,CONDO,RESIDENTIAL,798,2066,1648000,2017,20174,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
654297,HIGHRISE,CONDO,RESIDENTIAL,826,2066,1707000,2018,20181,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
758332,HIGHRISE,CONDO,RESIDENTIAL,882,2066,1823000,2018,20183,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
758466,HIGHRISE,CONDO,RESIDENTIAL,826,2066,1707000,2018,20184,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
799198,HIGHRISE,CONDO,RESIDENTIAL,654,2453,1604000,2018,20184,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
467494,HIGHRISE,CONDO,RESIDENTIAL,741,2485,1841000,2015,20152,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
474357,HIGHRISE,CONDO,RESIDENTIAL,721,2485,1791000,2016,20163,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
838224,HIGHRISE,CONDO,RESIDENTIAL,404,2485,1004000,2019,20191,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
463159,HIGHRISE,CONDO,RESIDENTIAL,514,2733,1404000,2015,20153,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
558463,HIGHRISE,CONDO,RESIDENTIAL,416,2733,1136000,2017,20173,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
519187,HIGHRISE,CONDO,RESIDENTIAL,770,2755,2120000,2016,20161,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
653160,HIGHRISE,CONDO,RESIDENTIAL,650,2755,1791000,2017,20174,RAINBOW APARTMENT,1987,HIGHRISE,CONDO
